Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
f1fbcbfb-fcfa-3bd2-b7f4-df20f1b3c3a4,LAWRENCE GENERAL HOSPITAL,ONE GENERAL STREET,LAWRENCE,MA,01842,42.700273,-71.161357,9786834000,0.0,3
e002090d-4e92-300e-b41e-7d1f21dee4c6,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,6176652300,0.0,3
ecc51621-0af3-3b35-ac3e-8b1e34022e92,SAINT ANNE'S HOSPITAL,795 MIDDLE STREET,FALL RIVER,MA,02721,41.725351,-71.094162,5086745600,0.0,4
08bcda9c-f8c8-3244-82d4-fc306a7a55d3,BOSTON MEDICAL CENTER CORPORATION-,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,02118,42.33196,-71.020173,6176388000,0.0,57
37c0de84-bcaf-3624-82bf-a89b2ac441b8,BEVERLY HOSPITAL CORPORATION,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,9789223000,0.0,2
d78e84ec-30aa-3bba-a33a-f29a3a454662,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,6177262000,0.0,11
23834663-ed53-3da9-b330-d6e1ecb8428e,SOUTHCOAST HOSPITAL GROUP  INC,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,5086793131,0.0,80
a9f20dc1-5147-3789-bcef-bbecb41c5983,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,9786870156,0.0,12
03347b4d-994e-302b-848b-58019a4e274d,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,9783691400,0.0,1
cb6a50e0-af76-3758-99ad-3200ede03fff,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,6176677000,0.0,255
f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,5083341000,0.0,71
465de31f-3098-365c-af70-48a071e1f5aa,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,5083831000,0.0,53
1eaf97fa-9de6-38de-a9c4-6efe5dc574be,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,5083635000,0.0,3
e0c85f99-d520-3f26-8dcd-cfbf172afc5a,Haverhill Community Based Outpatient Clinic (CBOC),108 Merrimack St.,Haverhill,MA,01830,42.77449,-71.07901,800-838-6331,0.0,75
09207265-689c-3412-84b2-fcecbaf68b7f,PCP17279,28 BESSOM ST,MARBLEHEAD,MA,01945-2329,42.495629,-70.83582,781-631-3333,0.0,10
485a44bd-4251-331c-b8da-9e59f3a65ede,PCP31892,1131 BEACON ST,BROOKLINE,MA,02446-5504,42.323853,-71.142003,617-734-5779,0.0,30
945768aa-2200-3476-b042-993a9df74c65,BACK TO YOU PHYSICAL THERAPY AND SPORTS MEDICINE INC.,19 N MAIN ST,SHERBORN,MA,01770-1546,42.231947,-71.372963,617-571-7323,0.0,54
d8cd2410-bbcb-3665-98f9-6ea59a8690f4,CENTRAL MASSACHUSETTS PHYSICAL THERAPY AND WELLNESS LLC,354 W BOYLSTON ST,WEST BOYLSTON,MA,01583-2373,42.369417,-71.785036,508-852-3700,0.0,29
2f0eac5d-9b36-3530-984e-28f24e44b7cf,PCP63736,50 MEMORIAL DR,LEOMINSTER,MA,01453-2238,42.520876,-71.770611,978-466-2148,0.0,59
fcb3d1bd-3f39-3b21-a60e-cc8e59e9e99c,PCP149102,402 A HIGHLAND AVE F,SOMERVILLE,MA,02144-2511,42.390445,-71.101033,,0.0,13
5871fd9b-ad9a-34fc-9f2c-cf4af914bece,PCP161579,380 R MERRIMACK ST,METHUEN,MA,01844-5883,42.742751,-71.178588,,0.0,28
781b1aec-ae04-3ec6-9283-c338e64cb27e,NORTHEAST BEHAVIORAL HEALTH CORPORATION,12 METHUEN ST,LAWRENCE,MA,01840-1700,42.700272999999996,-71.161357,978-683-3128,0.0,10
a73d9755-246c-3e55-8d71-f720bc20e2e0,MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION  INC,151 EVERETT AVE,CHELSEA,MA,02150-1812,42.396824,-71.031348,617-884-8300,0.0,57
4a3f7089-bc8c-3cf0-8430-48d629a2e98b,SOUTHCOAST PHYSICIANS GROUP  INC..,300 B FAUNCE CORNER RD,NORTH DARTMOUTH,MA,02747-1257,41.646686,-70.999158,508-973-2230,0.0,48
c367410d-28ae-343f-8a79-55b6d6da8d14,SAINT VINCENT PHYSICIAN SERVICES INC,104 LEOMINSTER RD,STERLING,MA,01564-2114,42.447924,-71.776045,978-422-7774,0.0,31
92819cdc-db9e-387e-8c4f-4b2b4e8b2e4f,SAINTS WALK-IN MEDICAL CENTER - URGENT CARE AND OCCUPATIONAL HEALTH,1230 BRIDGE STREET,LOWELL,MA,1850,42.6653405,-71.3038939,978-459-2273,0.0,4
3265f387-6c51-32ee-8f6d-b2a89caa34d5,CHELSEA MGH HEALTH CENTER MEDICAL WALK IN,151 EVERETT AVENUE,CHELSEA,MA,2150,42.3961274,-71.0392206,617-884-8300,0.0,259
e3f1676b-9b40-3544-af4e-17a06bbb98bb,CODMAN SQUARE HEALTH CENTER,637 WASHINGTON STREET,DORCHESTER,MA,2124,42.2894365,-71.0719941,617-825-9660,0.0,1
6e62e63b-c39a-3211-99d8-8b8f0f06774e,GREAT BROOK VALLEY HEALTH CENTER,19 TACOMA STREET,WORCESTER,MA,1605,42.3023113,-71.7661395,508-852-1805,0.0,5
d672f853-e2a5-324e-98fa-c6d5f8dfc255,WALTHAM URGENT CARE,9 HOPE AVENUE,WALTHAM,MA,2453,42.3700513,-71.2490152,617-243-5591,0.0,2
1e6a6ee4-9584-3f57-915c-83664d6d52d6,LIFE CARE CENTER OF LEOMINSTER,370 WEST STREET,LEOMINSTER,MA,01453,42.520838,-71.770876,9785370771,0.0,1
ef58ea08-d883-3957-8300-150554edc8fb,HEALTHALLIANCE HOSPITALS  INC,60 HOSPITAL ROAD,LEOMINSTER,MA,01453,42.520838,-71.770876,9784662000,0.0,181
69176529-fd1f-3b3f-abce-a0a3626769eb,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,6174923500,0.0,274
e002090d-4e92-300e-b41e-7d1f21dee4c6,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,6176652300,0.0,352
fbf6180e-b800-3ebe-b91d-93d0288c400e,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH STREET,GREENFIELD,MA,01301,42.614671,-72.597063,4137730211,0.0,16
4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1,100 SOUTH STREET,SOUTHBRIDGE,MA,01550,42.059669,-72.03404,5087659771,0.0,163
ecc51621-0af3-3b35-ac3e-8b1e34022e92,SAINT ANNE'S HOSPITAL,795 MIDDLE STREET,FALL RIVER,MA,02721,41.725351,-71.094162,5086745600,0.0,51
5d4b9df1-93ae-3bc9-b680-03249990e558,HOLYOKE MEDICAL CENTER,575 BEECH STREET,HOLYOKE,MA,01040,42.211656,-72.642448,4135342500,0.0,214
37b4d73f-652d-3033-a16e-d97b9e8b4cda,ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,NEWBURYPORT,MA,01950,42.812141,-70.886646,9784631000,0.0,137
5844ad77-f653-3c2b-b7dd-e97576ab3b03,BAYSTATE WING HOSPITAL AND MEDICAL CENTERS,40 WRIGHT STREET,PALMER,MA,01069,42.187794,-72.30846899999997,4132837651,0.0,31
37c0de84-bcaf-3624-82bf-a89b2ac441b8,BEVERLY HOSPITAL CORPORATION,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,9789223000,0.0,228
4861d01f-019c-3dac-a153-8334e50919f9,NORTH SHORE MEDICAL CENTER -,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,9787411215,0.0,404
4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,BERKSHIRE MEDICAL CENTER INC - 1,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,4134472000,0.0,248
f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,MARLBOROUGH HOSPITAL,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,5084815000,0.0,331
c44f361c-2efb-3050-8f97-0354a12e2920,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,5089417000,0.0,121
331f4c11-d298-308b-aaa1-d7825b29b57f,CLINTON HOSPITAL ASSOCIATION,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,9783683000,0.0,92
b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,5087462000,0.0,60
6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,ADCARE HOSPITAL OF WORCESTER INC,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,5087999000,0.0,3
b0e04623-b02c-3f8b-92ea-943fc4db60da,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,9789376000,0.0,32
ebc3f5c4-6700-34af-8323-85621c313726,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,4135682811,0.0,430
fd328395-ab1d-35c6-a2d0-d05a9a79cf11,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137489000,0.0,21
d692e283-0833-3201-8e55-4f868a9c0736,HALLMARK HEALTH SYSTEM,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,7819793000,0.0,279
8ad64ecf-c817-3753-bee7-006a8e662e06,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,5088287000,0.0,130
23834663-ed53-3da9-b330-d6e1ecb8428e,SOUTHCOAST HOSPITAL GROUP  INC,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,5086793131,0.0,61
44bef9d3-91c2-3005-93e0-ccf436348ff0,MASSACHUSETTS EYE AND EAR INFIRMARY -,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,6175237900,0.0,1
60457c13-adb2-3415-82c5-86ab5dab5f93,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,4137940000,0.0,47
a9f20dc1-5147-3789-bcef-bbecb41c5983,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,9786870156,0.0,101
7fb56531-86bd-3e4a-8619-4df9942da309,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,7814533002,0.0,355
24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,5084731190,0.0,176
e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,HEYWOOD HOSPITAL -,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,9786323420,0.0,216
ac8356a5-78f8-3a63-8a1e-59e832fd54e7,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,9787849000,0.0,88
db0acede-4abe-3c01-8d03-5c68a190d8c7,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,7813408000,0.0,122
3d10019f-c88e-3de5-9916-6107b9c0263d,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,6172436000,0.0,391
f4e7709c-02f6-37ca-aeea-8247d74e88e7,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,7817299000,0.0,431
12c9daf5-a29c-36c9-ac55-28972463e566,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,6176964600,0.0,416
27379046-608b-32f0-9df7-8c833cf5d11d,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,6177325500,0.0,1
226098a2-6a40-3588-b5bb-db56c3a30a04,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,5084273000,0.0,1096
b7175ab4-bde5-3848-891b-579bccb77c7c,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,6176365000,0.0,1
3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,5087721000,0.0,119
f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,5083341000,0.0,1
6f122869-a856-3d65-8db9-099bf4f5bbb8,LAHEY HOSPITAL & MEDICAL CENTER  BURLINGTON,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,7817445100,0.0,197
465de31f-3098-365c-af70-48a071e1f5aa,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,5083831000,0.0,339
1eaf97fa-9de6-38de-a9c4-6efe5dc574be,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,5083635000,0.0,3
56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,FAIRVIEW HOSPITAL,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,42.19397,-73.361473,4135280790,0.0,35
5103c940-0c08-392f-95cd-446e0cea042a,SHRINERS' HOSPITAL FOR CHILDREN (THE),516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137872000,0.0,64
05462bf2-25d4-3ecd-afdf-bb3e1140929a,Causeway OPC,251 Causeway St.,Boston,MA,02114,42.3665,-71.05931,800-865-3384,0.0,23
53b25c4b-e95f-3dd1-8e69-d427cdd83631,Framingham Outpatient Clinic,61 Lincoln Street  Suite 112,Framingham,MA,01702,42.28348,-71.41845,800-865-3384,0.0,168
7e9bc9cf-29f1-3e03-b7e1-b70da9859c2b,PCP1477,52 PEARL ST,SPRINGFIELD,MA,01105-1720,42.115454,-72.539978,413-427-2985,0.0,55
cbca2a7d-71ee-328e-8cfc-56f35f27d248,PCP2870,35 S ST,BARRE,MA,01005-8890,42.418848,-72.10659799999999,978-257-80620,0.0,20
dcbcf94d-c9d0-3c0a-a781-9236447e7826,PCP6084,150 MARKET ST,LYNN,MA,01901-1529,42.474862,-70.96218499999999,617-512-2069,0.0,75
48f9895c-222b-3082-ab26-0b5220b07ab4,PCP6451,201 PARK AVE,WEST SPRINGFIELD,MA,01089-3366,42.125451,-72.649734,413-259-7437,0.0,36
973e7384-d05b-32ad-a8cc-c39191ee9150,PCP7483,152 N ST,PITTSFILED,MA,01201,42.452045,-73.26054,413-443-8480,0.0,55
95bfa81b-05fa-3b5c-9df6-27d82253a5ae,PCP7975,26 JEROME ST,MEDFORD,MA,02155-6712,42.423844,-71.10923100000001,617-290-2711,0.0,35
bf5b8173-2d02-342a-b46e-f7814724d0c0,PCP9942,39 GREEN ST,MILTON,MA,02186-2318,42.241557,-71.082432,617-361-1169,0.0,62
5f6db31e-3b32-38a0-918e-30bab4578915,PCP12160,9 CENTRE ST,DOVER,MA,02030-2203,42.234159999999996,-71.291167,978-369-2390,0.0,32
e9b210da-b06c-3bda-afe0-ea8f291211dd,TANZMAN MASELLI AND ASSOCIATES PC,19 DEPOT ST,ADAMS,MA,01220-1750,42.62556,-73.119828,413-743-9820,0.0,43
588e03bd-91bc-3442-be9e-66c18ba36c0c,KHOURY CHIROPRACTC  INC.,116 MECHANIC ST,BELLINGHAM,MA,02019-1678,42.076682,-71.47449,508-966-3777,0.0,28
13e7e16b-beb1-3ce9-8e4d-3e8d697773bf,PCP17470,462 PLAIN ST,MARSHFIELD,MA,02050-2705,42.115139,-70.71033100000001,781-837-9956,0.0,58
7ecb87d4-d3a8-39d7-9415-cdbd5b950995,PCP19959,228 BILLERICA RD,CHELMSFORD,MA,01824-3604,42.597055,-71.3697,978-244-6693,0.0,34
78bea806-a3a0-30c2-9432-80c5095e8151,PCP24441,69 SUMMER ST,HAVERHILL,MA,01830-5855,42.782945,-71.087436,781-307-7193,0.0,11
a44b37da-aa9b-37f0-993e-26e58974e086,PCP27951,727 HIGH ST,WESTWOOD,MA,02090-2598,42.219645,-71.216768,781-329-5446,0.0,25
00312a4d-df26-32b6-9924-683879cffdc8,PCP28711,68 LEONARD ST,BELMONT,MA,02478-2574,42.395317,-71.180284,617-489-3870,0.0,86
0900c1a2-5e32-3df6-8961-d25870bbc4a7,PCP30650,ONE ARNOLD CIRCLE,CAMBRIDGE,MA,02139,42.376043,-71.11868,617-492-7800,0.0,29
0517fca3-9416-3b31-a5b0-4921fe5bf34b,PCP31575,2 CTR ST,GROVELAND,MA,01834-1001,42.7539,-71.015935,978-914-7733,0.0,55
e0f50140-ce59-3b4a-bead-3f33fa5e3905,PCP31790,1776 MASS AVE,CAMBRIDGE,MA,02140,42.376043,-71.11868,781-929-3377,0.0,69
000ea339-3b3e-35be-b475-bd129c194e56,PCP32703,25 OLD WESTPORT RD,DARTMOUTH,MA,02747-2513,41.56651,-70.958229,508-990-9922,0.0,66
d3a1a143-6c5c-38fb-bfb5-fb60d2fd1198,PCP34941,817 MERRIMACK ST,LOWELL,MA,01854-3548,42.63898,-71.321141,978-937-0500,0.0,24
7a3fa04c-a39d-32f9-8578-d4db76e877aa,PCP39400,9 G OSMAN BABSON RD,GLOUCESTER,MA,01930-1880,42.62885,-70.685875,978-282-7400,0.0,60
405c1042-e54b-3ff3-a5f8-d6a0dcf03518,AUBURN PODIATRY LLP,492 WASHINGTON ST,AUBURN,MA,01501-5708,42.198708,-71.846006,508-832-6075,0.0,17
945768aa-2200-3476-b042-993a9df74c65,BACK TO YOU PHYSICAL THERAPY AND SPORTS MEDICINE INC.,19 N MAIN ST,SHERBORN,MA,01770-1546,42.231947,-71.372963,617-571-7323,0.0,68
4b74b5b9-b645-3f1b-a613-3d8c1fada332,PCP45581,5 BYRON RD,WESTON,MA,02493-2228,42.360502000000004,-71.303433,781-431-7399,0.0,54
137079b3-d443-36da-a7a0-8b1629506ae2,PCP45716,54 WILLIAM ST,LEOMINSTER,MA,01453,42.520876,-71.770611,978-537-0555,0.0,36
78fdac6c-2d81-3ec5-a4ee-c17b22988a32,PCP47638,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,978-499-2103,0.0,32
f93e59e2-c0e4-3118-a1c2-3234c6dde120,CHARIS CENTER SOUTH  INC.,604 FOUNDRY ST,EASTON,MA,02334,42.040515,-71.109329,508-947-1901,0.0,15
3ca81c52-ae42-326a-8ac1-d6b03fe77935,PCP60830,165 MAIN ST,MEDWAY,MA,02053-1584,42.156203000000005,-71.43034499999999,508-533-4023,0.0,19
f5c2ed46-d994-33c7-bc9e-c723b8ad24a0,PCP65005,1 ORR SQUARE C,REVERE,MA,02151-3200,42.421005,-70.99036,781-289-2144,0.0,31
f90cf960-2ea8-3944-9549-edfc4d5d48b5,PCP69429,195 S ST,PITTSFIELD,MA,01201-6831,42.451840000000004,-73.260685,413-443-1439,0.0,44
6ded7902-c59d-3481-9657-b27ed0e33fc7,PCP71435,115 MILL ST,BELMONT,MA,02478-1048,42.395317,-71.180284,617-855-3186,0.0,58
e9737a9f-08f2-3517-b317-f4f359849230,PCP72127,66 RIVER RD,SOUTH DEERFIELD,MA,01373-9752,42.481395,-72.589793,413-350-5137,0.0,26
4ca1bde9-84f1-320d-86dc-39bf90ecdd19,PCP74995,311 B MAIN ST,WILLIAMSTOWN,MA,01267-2610,42.695743,-73.22211800000001,413-652-1554,0.0,36
bf157fb8-f696-3d13-93e2-ab124fa965d1,RADIATION ONCOLOGY ASSOCIATES  PA,41 MALL RD,BURLINGTON,MA,01805-0001,42.503227,-71.201713,781-744-8780,0.0,59
2dc7a6b2-bee6-3ae6-b3fe-4117382d73ee,PCP78624,56 MAIN ST,ASHBURNHAM,MA,01430-1242,42.648697,-71.919896,978-790-5789,0.0,22
1b5b3233-34f6-34ac-a52b-30f51f4eb5a4,PCP80141,ONE BROOKLINE PLACE,BROOKLINE,MA,02445-7277,42.323853,-71.142003,617-734-9024,0.0,55
d6fe4d69-bc30-3804-80e2-fe989a82e951,PCP81754,675 PARAMOUNT DR,RAYNHAM,MA,02767-5416,41.930477,-71.046214,508-977-9980,0.0,63
93e8734d-d9a1-3972-ba46-476f89b58e23,PCP87702,85 MAIN ST,WATERTOWN,MA,02472-4411,42.369451,-71.177925,,0.0,29
c5b7a5d1-49d5-3043-8052-33c7752205f8,VALLEY PODIATRY ASSOCIATES PC,81 WILLIMANSETT ST,SOUTH HADLEY,MA,01075-3000,42.256208,-72.58103,413-536-0912,0.0,28
b77b5215-4471-39de-8ea9-fffc8d82d4b1,BLUE HILL PAIN CARE PLLC,10 FORBES RD,BRAINTREE,MA,02184-2626,42.205416,-71.00216800000003,781-817-5383,0.0,37
9e22996b-ab3f-3d99-9f9d-6659ae260966,ASSOCIATES IN DERMATOLOGY LLC,311 ARSENAL ST,WATERTOWN,MA,02472-2783,42.369451,-71.177925,617-923-8433,0.0,53
00065b1c-5e71-3da5-907f-e9fc33eddbbf,PCP115959,170 MAIN ST E,MONSON,MA,01057-1353,42.093596000000005,-72.321494,,0.0,47
64a9eaf6-3eef-3149-988c-3436d918d805,PCP119483,54 FAIRFIELD ST,CAMBRIDGE,MA,02140-1911,42.376043,-71.11868,,0.0,28
2db889da-7f59-3bdb-9f98-4d40f24a2540,PCP121054,31 PINE ST,NORFOLK,MA,02056-1642,42.116244,-71.329274,,0.0,42
04c749da-634e-3e9e-9806-a5052635370e,PCP133287,1592 GAR HWY,SOMERSET,MA,02726-1210,41.738479,-71.165065,,0.0,31
a7d76183-97c6-3804-93aa-7919103d1c6c,BOSTON VISION WORKS INC,335 MAIN ST,SAUGUS,MA,01906-3143,42.468432,-71.01394599999999,,0.0,65
586d90ae-7754-30c2-996b-9e62e75227d3,PCP136067,163 N MAIN ST,NORTH BROOKFIELD,MA,01535-1400,42.267564,-72.06687600000001,,0.0,34
5f5140f3-df3b-3af2-bc42-a671fc6a5a28,PCP137171,17 N AVE,ROCKLAND,MA,02370-2123,42.129251000000004,-70.908736,,0.0,18
cd78e27b-c9fa-3144-80b5-c67a7bf4ceca,PCP139247,46 COLUMBIA RD,PEMBROKE,MA,02359-1862,42.067803999999995,-70.805713,,0.0,55
bf24f5a7-6c7e-3e72-b31d-aca37d5fca33,PCP141874,444 W CENTRAL ST,FRANKLIN,MA,02038-1855,42.084858,-71.41057099999998,,0.0,73
682d6a3c-36bf-39ff-b4ca-6c0af054c7d0,PCP147428,9 A DR OSMAN BABSON RD,GLOUCESTER,MA,01930-1812,42.62885,-70.685875,,0.0,51
2cfd240e-3280-34b6-96cc-daf60ad5d14f,PCP148963,21 E MAIN ST,AVON,MA,02322-1413,42.132461,-71.054013,508-586-1046,0.0,19
a2aa3931-2b4b-321c-b199-d6efdecbd327,PCP155587,170 GOVERNORS AVE,MEDFORD,MA,02155-1643,42.423844,-71.10923100000001,,0.0,49
812f686e-dac4-3f77-93ef-2565fb3a8863,FRANKLIN FOOT CARE  PC,9 SUMMER ST,FRANKLIN,MA,02038-1492,42.084858,-71.41057099999998,508-528-2525,0.0,63
